No.,Name,Unit,Time_ms,Value table,Conversion
667,Parking system status,N/A,-500,"0x00: On, 0x01: Off, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
668,Parking system status,N/A,0,"0x00: On, 0x01: Off, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
669,Turn signal switch status,N/A,-5000,"0x00: Off, 0x01: Left, 0x02, Right, 0x03: Both, 0xFE: Invalid, 0xFF: N/A",Not defined
670,Turn signal switch status,N/A,-4500,"0x00: Off, 0x01: Left, 0x02, Right, 0x03: Both, 0xFE: Invalid, 0xFF: N/A",Not defined
671,Turn signal switch status,N/A,-4000,"0x00: Off, 0x01: Left, 0x02, Right, 0x03: Both, 0xFE: Invalid, 0xFF: N/A",Not defined
672,Turn signal switch status,N/A,-3500,"0x00: Off, 0x01: Left, 0x02, Right, 0x03: Both, 0xFE: Invalid, 0xFF: N/A",Not defined
673,Turn signal switch status,N/A,-3000,"0x00: Off, 0x01: Left, 0x02, Right, 0x03: Both, 0xFE: Invalid, 0xFF: N/A",Not defined
674,Turn signal switch status,N/A,-2500,"0x00: Off, 0x01: Left, 0x02, Right, 0x03: Both, 0xFE: Invalid, 0xFF: N/A",Not defined
675,Turn signal switch status,N/A,-2000,"0x00: Off, 0x01: Left, 0x02, Right, 0x03: Both, 0xFE: Invalid, 0xFF: N/A",Not defined
676,Turn signal switch status,N/A,-1500,"0x00: Off, 0x01: Left, 0x02, Right, 0x03: Both, 0xFE: Invalid, 0xFF: N/A",Not defined
677,Turn signal switch status,N/A,-1000,"0x00: Off, 0x01: Left, 0x02, Right, 0x03: Both, 0xFE: Invalid, 0xFF: N/A",Not defined
678,Turn signal switch status,N/A,-500,"0x00: Off, 0x01: Left, 0x02, Right, 0x03: Both, 0xFE: Invalid, 0xFF: N/A",Not defined
679,Turn signal switch status,N/A,0,"0x00: Off, 0x01: Left, 0x02, Right, 0x03: Both, 0xFE: Invalid, 0xFF: N/A",Not defined
680,"Time to activate pretensioner, driver",ms,N/A,"0xFFFE: Invalid, 0xFFFF: N/A",E=N
681,"Time to activate pretensioner, driver",ms,N/A,Subsequent byte,Subsequent byte
682,"Time to activate front airbag (first stage), driver",ms,N/A,"0xFFFE: Invalid, 0xFFFF: N/A",E=N
683,"Time to activate front airbag (first stage), driver",ms,N/A,Subsequent byte,Subsequent byte
684,"Time to activate front airbag (second stage), driver",ms,N/A,"0xFFFE: Invalid, 0xFFFF: N/A",E=N
685,"Time to activate front airbag (second stage), driver",ms,N/A,Subsequent byte,Subsequent byte
686,"Time to activate side airbag, driver",ms,N/A,"0xFFFE: Invalid, 0xFFFF: N/A",E=N
687,"Time to activate side airbag, driver",ms,N/A,Subsequent byte,Subsequent byte
688,"Time to activate side curtain airbag, driver",ms,N/A,"0xFFFE: Invalid, 0xFFFF: N/A",E=N
689,"Time to activate side curtain airbag, driver",ms,N/A,Subsequent byte,Subsequent byte
690,"Seat belt status, front passenger",N/A,N/A,"0x00: Fastened, 0x01: Not fastened, 0xFE: Invalid, 0xFF: N/A",Not defined
691,"Time to activate pretensioner, front passenger",ms,N/A,"0xFFFE: Invalid, 0xFFFF: N/A",E=N
692,"Time to activate pretensioner, front passenger",ms,N/A,Subsequent byte,Subsequent byte
693,Front passenger airbag suppression status,N/A,N/A,"0x00: Not suppressed, 0x01: Suppressed, 0xFE: Invalid, 0xFF: N/A",Not defined
694,"Time to activate front airbag (first stage), front passenger",ms,N/A,"0xFFFE: Invalid, 0xFFFF: N/A",E=N
695,"Time to activate front airbag (first stage), front passenger",ms,N/A,Subsequent byte,Subsequent byte
696,"Time to activate front airbag (second stage), front passenger",ms,N/A,"0xFFFE: Invalid, 0xFFFF: N/A",E=N
697,"Time to activate front airbag (second stage), front passenger",ms,N/A,Subsequent byte,Subsequent byte
698,"Time to activate side airbag, front passenger",ms,N/A,"0xFFFE: Invalid, 0xFFFF: N/A",E=N
699,"Time to activate side airbag, front passenger",ms,N/A,Subsequent byte,Subsequent byte
700,"Time to activate side curtain airbag, front passenger",ms,N/A,"0xFFFE: Invalid, 0xFFFF: N/A",E=N
701,"Time to activate side curtain airbag, front passenger",ms,N/A,Subsequent byte,Subsequent byte
702,Occupant safety system warning state,N/A,N/A,"0x00: Off, 0x01: On, 0xFE: Invalid, 0xFF: N/A",Not defined
703,Tire pressure monitoring system warning status,N/A,N/A,"0x00: Off, 0x01: On, 0xFE: Invalid, 0xFF: N/A",Not defined
704,Brake system warning status,N/A,N/A,"0x00: Off, 0x01: On, 0xFE: Invalid, 0xFF: N/A",Not defined
705,Cruise control system status,N/A,-5000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
706,Cruise control system status,N/A,-4500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
707,Cruise control system status,N/A,-4000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
708,Cruise control system status,N/A,-3500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
709,Cruise control system status,N/A,-3000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
710,Cruise control system status,N/A,-2500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
711,Cruise control system status,N/A,-2000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
712,Cruise control system status,N/A,-1500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
713,Cruise control system status,N/A,-1000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
714,Cruise control system status,N/A,-500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
715,Cruise control system status,N/A,0,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
716,Adaptive cruise control system status,N/A,-5000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
717,Adaptive cruise control system status,N/A,-4500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
718,Adaptive cruise control system status,N/A,-4000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
719,Adaptive cruise control system status,N/A,-3500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
720,Adaptive cruise control system status,N/A,-3000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
721,Adaptive cruise control system status,N/A,-2500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
722,Adaptive cruise control system status,N/A,-2000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
723,Adaptive cruise control system status,N/A,-1500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
724,Adaptive cruise control system status,N/A,-1000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
725,Adaptive cruise control system status,N/A,-500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
726,Adaptive cruise control system status,N/A,0,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
727,Anti lock brake system status,N/A,-5000,"0x00: On, 0x01: Engaged, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
728,Anti lock brake system status,N/A,-4500,"0x00: On, 0x01: Engaged, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
729,Anti lock brake system status,N/A,-4000,"0x00: On, 0x01: Engaged, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
730,Anti lock brake system status,N/A,-3500,"0x00: On, 0x01: Engaged, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
731,Anti lock brake system status,N/A,-3000,"0x00: On, 0x01: Engaged, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
732,Anti lock brake system status,N/A,-2500,"0x00: On, 0x01: Engaged, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
733,Anti lock brake system status,N/A,-2000,"0x00: On, 0x01: Engaged, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
734,Anti lock brake system status,N/A,-1500,"0x00: On, 0x01: Engaged, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
735,Anti lock brake system status,N/A,-1000,"0x00: On, 0x01: Engaged, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
736,Anti lock brake system status,N/A,-500,"0x00: On, 0x01: Engaged, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
737,Anti lock brake system status,N/A,0,"0x00: On, 0x01: Engaged, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
738,Automatic emergency braking system status,N/A,-5000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
739,Automatic emergency braking system status,N/A,-4500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
740,Automatic emergency braking system status,N/A,-4000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
741,Automatic emergency braking system status,N/A,-3500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
742,Automatic emergency braking system status,N/A,-3000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
743,Automatic emergency braking system status,N/A,-2500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
744,Automatic emergency braking system status,N/A,-2000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
745,Automatic emergency braking system status,N/A,-1500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
746,Automatic emergency braking system status,N/A,-1000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
747,Automatic emergency braking system status,N/A,-500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
748,Automatic emergency braking system status,N/A,0,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
749,Stability control system status,N/A,-5000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
750,Stability control system status,N/A,-4500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
751,Stability control system status,N/A,-4000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
752,Stability control system status,N/A,-3500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
753,Stability control system status,N/A,-3000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
754,Stability control system status,N/A,-2500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
755,Stability control system status,N/A,-2000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
756,Stability control system status,N/A,-1500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
757,Stability control system status,N/A,-1000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
758,Stability control system status,N/A,-500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
759,Stability control system status,N/A,0,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
760,Traction control system status,N/A,-5000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
761,Traction control system status,N/A,-4500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
762,Traction control system status,N/A,-4000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
763,Traction control system status,N/A,-3500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
764,Traction control system status,N/A,-3000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
765,Traction control system status,N/A,-2500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
766,Traction control system status,N/A,-2000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
767,Traction control system status,N/A,-1500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
768,Traction control system status,N/A,-1000,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
769,Traction control system status,N/A,-500,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
770,Traction control system status,N/A,0,"0x00: On, 0x01: Engaged, 0x02: Off, 0x03: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
771,Pre-event synchronization timer,ms,N/A,"0xFFFE: Invalid, 0xFFFF: N/A",E=N
772,Pre-event synchronization timer,ms,N/A,Subsequent byte,Subsequent byte
